"minute_id","time_id","date_time","tweet_text","tweet_id","Bing_Net_Sentiment","Bing_Normalized_Sentiment","Afinn_Net_Sentiment","Afinn_Normalized_Sentiment","ret_1_Min","ret_2_Min","ret_5_Min","ret_10_Min","ret_20_Min","ret_30_Min","ret_60_Min","ret_120_Min","ret_240_Min","ret_360_Min"
201804071103,"201804071103","4/7/2018 18:03","the united states hasn’t had a trade surplus with china in 40 years. they must end unfair trade take down barriers and charge only reciprocal tariffs. the u.s. is losing $500 billion a year and has been losing billions of dollars for decades. cannot continue!",4605,-1,6,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201804080512,"201804080512","4/8/2018 12:12","president xi and i will always be friends no matter what happens with our dispute on trade. china will take down its trade barriers because it is the right thing to do. taxes will become reciprocal &amp; a deal will be made on intellectual property. great future for both countries!",4614,1,8,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201804090303,"201804090303","4/9/2018 10:03","when a car is sent to the united states from china there is a tariff to be paid of 2 1/2%. when a car is sent to china from the united states there is a tariff to be paid of 25%. does that sound like free or fair trade.  no it sounds like stupid trade -  going on for years!",4619,3,10,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201804101051,"201804101051","4/10/2018 17:51","very thankful for president xi of china’s kind words on tarrifs and automobile barriers...also his enlightenment on intellectual property and technology transfers. we will make great progress together!",4625,3,10,4,19,0.00019472,0.000076,-0.00000475,-0.0000095,0.001135705,0.00144933,0.001548819,0.000194901,-0.000385316,NA
201804101130,"201804101130","4/10/2018 18:30","very thankful for president xi of china’s kind words on tariffs and automobile barriers...also his enlightenment on intellectual property and technology transfers. we will make great progress together!",4626,-1,6,-2,13,0.000299145,0.000493923,0.000227965,0.000019,0.000617261,0.000745461,0.001553791,-0.0000998,-0.000656258,NA
201804110338,"201804110338","4/11/2018 10:38","so much fake news about what is going on in the white house. very calm and calculated with a big focus on open and fair trade with china the coming north korea meeting and of course the vicious gas attack in syria. feels great to have bolton &amp; larry k on board. i (we) are",4629,-1,6,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201804121013,"201804121013","4/12/2018 17:13","just had an agricultural roundtable with memembers of congress and governors.i will be making remarks on the large scale tax cuts given to american families and workers at 1:45 p.m. from the rose garden. join me live: https://t.co/xachz3zuse https://t.co/dqe8qhpdaz",4645,NA,NA,1,16,-0.000313297,-0.0000142,-0.000232669,0.00000475,0.000859621,0.000707643,0.001953403,-0.000204307,-0.000964953,NA
201804122015,"201804122015","4/13/2018 3:15","would only join tpp if the deal were substantially better than the deal offered to pres. obama. we already have bilateral deals with six of the eleven nations in tpp and are working to make a deal with the biggest of those  nations japan who has hit us hard on trade for years!",4648,2,9,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201804160531,"201804160531","4/16/2018 12:31","russia and china are playing the currency devaluation game as the u.s. keeps raising interest rates. not acceptable!",4666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201804170524,"201804170524","4/17/2018 12:24","so many people are seeing the benefits of the tax cut bill. everyone is talking really nice to see!",4668,-1,6,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201804170524,"201804170524","4/17/2018 12:24","i am in florida and looking forward to my meeting with prime minister abe of japan. working on trade and military security.",4669,-1,6,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201804190745,"201804190745","4/19/2018 14:45","great meeting with prime minister abe of japan who has just left florida. talked in depth about north korea military and trade. good things will happen!",4690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201804200350,"201804200350","4/20/2018 10:50","nancy pelosi is going absolutely crazy about the big tax cuts given to the american people by the republicans...got not one democrat vote! here’s a choice. they want to end them and raise your taxes substantially. republicans are working on making them permanent and more cuts!",4705,1,8,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201804240943,"201804240943","4/24/2018 16:43","having great meetings and discussions with my friend president @emmanuelmacron of france. we are in the midst of meetings on iran syria and trade. we will be holding a joint press conference shortly here at the @whitehouse. 🇺🇸🇫🇷 https://t.co/ju1fxhgjad",4740,NA,NA,NA,NA,-0.0000665,-0.000379753,-0.00093989,-0.00011396,0.000617331,0.000413137,0.002129551,-0.000456094,-0.000955414,0.002610954
201804250711,"201804250711","4/25/2018 14:11","looking forward to my meeting with tim cook of apple. we will be talking about many things including how the u.s. has been treated unfairly for many years by many countries on trade.",4751,-4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201804270450,"201804270450","4/27/2018 11:50","please do not forget the great help that my good friend president xi of china has given to the united states particularly at the border of north korea. without him it would have been a much longer tougher process!",4761,-1,6,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805010400,"201805010400","5/1/2018 11:00","delegation heading to china to begin talks on the massive trade deficit that has been created with our country. very much like north korea this should have been fixed years ago not now. same with other countries and nafta...but it will all get done. great potential for usa!",4789,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805020445,"201805020445","5/2/2018 11:45","there was no collusion (it is a hoax) and there is no obstruction of justice (that is a setup &amp; trap). what there is is negotiations going on with north korea over nuclear war negotiations going on with china over trade deficits negotiations on nafta and much more. witch hunt!",4795,1,8,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805021540,"201805021540","5/2/2018 22:40","“this isn’t some game. you are screwing with the work of the president of the united states.”  john dowd march 2018.  with north korea china the middle east and so much more there is not much time to be thinking about this especially since there was no russian “collusion.”",4801,NA,NA,1,16,0.000113969,0.0000475,-0.000194685,-0.000379753,NA,NA,NA,NA,NA,NA
201805022045,"201805022045","5/3/2018 3:45","our great financial team is in china trying to negotiate a level playing field on trade! i look forward to being with president xi in the not too distant future. we will always have a good (great) relationship!",4804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805041731,"201805041731","5/5/2018 0:31","our high level delegation is on the way back from china where they had long meetings with chinese leaders and business representatives. we will be meeting tomorrow to determine the results but it is hard for china in that they have become very spoiled with u.s. trade wins!",4823,4,11,14,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805080422,"201805080422","5/8/2018 11:22","i will be speaking to my friend president xi of china this morning at 8:30. the primary topics will be trade where good things will happen and north korea where relationships and trust are building.",4837,0,7,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805090424,"201805090424","5/9/2018 11:24","the republican party had a great night. tremendous voter energy and excitement and all candidates are those who have a great chance of winning in november. the economy is sooo strong and with nancy pelosi wanting to end the big tax cuts and raise taxes why wouldn’t we win?",4841,2,9,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805130801,"201805130801","5/13/2018 15:01","president xi of china and i are working together to give massive chinese phone company zte a way to get back into business fast. too many jobs in china lost. commerce department has been instructed to get it done!",4863,-2,5,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805131222,"201805131222","5/13/2018 19:22","china and the united states are working well together on trade but past negotiations have been so one sided in favor of china for so many years that it is hard for them to make a deal that benefits both countries. but be cool it will all work out!",4864,-2,5,-4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805141306,"201805141306","5/14/2018 20:06","zte the large chinese phone company buys a big percentage of individual parts from u.s. companies. this is also reflective of the larger trade deal we are negotiating with china and my personal relationship with president xi.",4870,NA,NA,NA,NA,-0.000265898,-0.000151959,0.0000237,0.000194685,0.000674395,0.000474926,0.002267789,-0.000361126,NA,NA
201805150535,"201805150535","5/15/2018 12:35","trade negotiations are continuing with china. they have been making hundreds of billions of dollars a year from the u.s. for many years. stay tuned!",4874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805160609,"201805160609","5/16/2018 13:09","...we have not seen china’s demands yet which should be few in that previous u.s. administrations have done so poorly in negotiating. china has seen our demands. there has been no folding as the media would love people to believe the meetings...",4882,0,7,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805160609,"201805160609","5/16/2018 13:09","...haven’t even started yet! the u.s. has very little to give because it has given so much over the years. china has much to give!",4883,0,7,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805160609,"201805160609","5/16/2018 13:09","the washington post and cnn have typically written false stories about our trade negotiations with china. nothing has happened with zte except as it pertains to the larger trade deal. our country has been losing hundreds of billions of dollars a year with china...",4884,2,9,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805161140,"201805161140","5/16/2018 18:40","...and voted against the massive tax cut bill. he’s also weak on borders and crime. sadly our great military and vets mean nothing to bobby jr. lou barletta will win! #maga",4887,0,7,-1,14,-0.000408452,-0.000674242,-0.000223164,0.000327662,0.000460589,0.000346629,0.002158246,-0.0000903,-0.001287998,NA
201805171427,"201805171427","5/17/2018 21:27","talking trade with the vice premier of the people’s republic of china liu he. https://t.co/9t7iq6f3xe",4896,-1,6,NA,NA,0.000432376,0.0000237,0.000118736,0.000218416,0.0000949,0.000465198,0.002229278,NA,NA,NA
201805210421,"201805210421","5/21/2018 11:21","i ask senator chuck schumer why didn’t president obama &amp; the democrats do something about trade with china including theft of intellectual property etc.? they did nothing! with that being said chuck &amp; i have long agreed on this issue! fair trade plus with china will happen!",4922,-4,3,-4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805210427,"201805210427","5/21/2018 11:27","china has agreed to buy massive amounts of additional farm/agricultural products - would be one of the best things to happen to our farmers in many years!",4923,NA,NA,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805210431,"201805210431","5/21/2018 11:31","on china barriers and tariffs to come down for first time.",4924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805210440,"201805210440","5/21/2018 11:40","china must continue to be strong &amp; tight on the border of north korea until a deal is made. the word is that recently the border has become much more porous and more has been filtering in. i want this to happen and north korea to be very successful but only after signing!",4925,-3,4,-4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805210616,"201805210616","5/21/2018 13:16","under our potential deal with china they will purchase from our great american farmers practically as much as our farmers can produce.",4930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805230455,"201805230455","5/23/2018 11:55","our trade deal with china is moving along nicely but in the end we will probably have to use a different structure in that this will be too hard to get done and to verify results after completion.",4943,-1,6,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805250504,"201805250504","5/25/2018 12:04","democrats are so obviously rooting against us in our negotiations with north korea. just like they are coming to the defense of ms 13 thugs saying that they are individuals &amp; must be nurtured or asking to end your big tax cuts &amp; raise your taxes instead. dems have lost touch!",4962,-1,6,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805251545,"201805251545","5/25/2018 22:45","funny to watch the democrats criticize trade deals being negotiated by me when they don’t even know what the deals are and when for 8 years the obama administration did nothing on trade except let other countries rip off the united states. lost almost $800 billion/year under “o”",4971,3,10,2,17,0.000151979,0.00058442,0.000560663,0.000617428,NA,NA,NA,NA,NA,NA
201805251613,"201805251613","5/25/2018 23:13","...but complain and obstruct. they made only bad deals (iran) and their so-called trade deals are the laughing stock of the world!",4973,1,8,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805281422,"201805281422","5/28/2018 21:22","a democratic lawmaker just introduced a bill to repeal the gop tax cuts (no chance). this is too good to be true for republicans...remember the nancy pelosi dems are also weak on crime the border and want to be gentle and kind to ms-13 gang members...not good!",4998,-2,5,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805290427,"201805290427","5/29/2018 11:27","sorry i’ve got to start focusing my energy on north korea nuclear bad trade deals va choice the economy rebuilding the military and so much more and not on the rigged russia witch hunt that should be investigating clinton/russia/fbi/justice/obama/comey/lynch etc.",5005,2,9,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805301646,"201805301646","5/30/2018 23:46","there is no one better to represent the people of n.y. and staten island (a place i know very well) than @repdandonovan who is strong on borders &amp; crime loves our military &amp; our vets voted for tax cuts and is helping me to make america great again. dan has my full endorsement!",5016,-1,6,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201805311419,"201805311419","5/31/2018 21:19","fair trade!",5026,0,7,-2,13,-0.000132961,0.000019,0.000389445,0.001297128,0.000612544,0.000769242,0.001696429,NA,NA,NA
201806010618,"201806010618","6/1/2018 13:18","canada has treated our agricultural business and farmers very poorly for a very long period of time. highly restrictive on trade! they must open their markets and take down their trade barriers! they report a really high surplus on trade with us. do timber &amp; lumber in u.s.?",5030,-2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806020935,"201806020935","6/2/2018 16:35","very surprised that china would be doing this? https://t.co/d03kv07df7",5038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806021051,"201806021051","6/2/2018 17:51","the united states must at long last be treated fairly on trade. if we charge a country zero to sell their goods and they charge us 25 50 or even 100 percent to sell ours it is unfair and can no longer be tolerated. that is not free or fair trade it is stupid trade!",5042,0,7,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806021357,"201806021357","6/2/2018 20:57","why is it that the wall street journal though well meaning never mentions the unfairness of the tariffs routinely charged against the u.s. by other countries or the many billions of dollars that the tariffs we are now charging are and will be pouring into u.s. coffers?",5043,NA,NA,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806021423,"201806021423","6/2/2018 21:23","when you’re almost 800 billion dollars a year down on trade you can’t lose a trade war! the u.s. has been ripped off by other countries for years on trade time to get smart!",5044,-2,5,-7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806040541,"201806040541","6/4/2018 12:41","china already charges a tax of 16% on soybeans. canada has all sorts of trade barriers on our agricultural products. not acceptable!",5054,NA,NA,-8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806040543,"201806040543","6/4/2018 12:43","the u.s. has made such bad trade deals over so many years that we can only win!",5055,0,7,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806040647,"201806040647","6/4/2018 13:47","farmers have not been doing well for 15 years. mexico canada china and others have treated them unfairly. by the time i finish trade talks that will change. big trade barriers against u.s. farmers and other businesses will finally be broken. massive trade deficits no longer!",5057,1,8,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806051823,"201806051823","6/6/2018 1:23","chris farrell judicial watch. “they were running an operation to undermine a candidate for president of the u.s. these are all violations of law. this is intelligence tradecraft to steer an election. there’s nothing more grave when it comes to abuse of our intelligence system...",5083,-1,6,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806070457,"201806070457","6/7/2018 11:57","isn’t it ironic? getting ready to go to the g-7 in canada to fight for our country on trade (we have the worst trade deals ever made) then off to singapore to meet with north korea &amp; the nuclear problem...but back home we still have the 13 angry democrats pushing the witch hunt!",5095,3,10,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806070701,"201806070701","6/7/2018 14:01","looking forward to seeing my friend prime minister @abeshinzo of japan at noon. will be discussing north korea and trade.",5101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806070850,"201806070850","6/7/2018 15:50","“$3 billion payoff: 101 utilities cut rates credit gop tax cuts” https://t.co/x1a1ojurgd",5108,NA,NA,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806071255,"201806071255","6/7/2018 19:55","pm abe and i are also working to improve the trading relationship between the u.s. and japan something we have to do. the u.s. seeks a bilateral deal with japan that is based on the principle of fairness and reciprocity. we’re working hard to reduce our trade imbalance... https://t.co/pnqehoplk0",5111,-1,6,-3,12,0.000076,-0.000057,0.000303911,0.000869127,0.000840524,0.001006729,0.000579275,0.000166371,NA,NA
201806071504,"201806071504","6/7/2018 22:04","please tell prime minister trudeau and president macron that they are charging the u.s. massive tariffs and create non-monetary barriers. the eu trade surplus with the u.s. is $151 billion and canada keeps our farmers and others out. look forward to seeing them tomorrow.",5113,NA,NA,NA,NA,0.0000332,0.000109233,0.000441679,0.000598325,0.000759709,0.000773953,NA,NA,NA,NA
201806071915,"201806071915","6/8/2018 2:15","why isn’t the european union and canada informing the public that for years they have used massive trade tariffs and non-monetary trade barriers against the u.s. totally unfair to our farmers workers &amp; companies. take down your tariffs &amp; barriers or we will more than match you!",5115,NA,NA,7,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806080316,"201806080316","6/8/2018 10:16","canada charges the u.s. a 270%  tariff on dairy products! they didn’t tell you that did they? not fair to our farmers!",5118,0,7,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806080325,"201806080325","6/8/2018 10:25","looking forward to straightening out unfair trade deals with the g-7 countries. if it doesn’t happen we come out even better!",5119,NA,NA,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806080422,"201806080422","6/8/2018 11:22","i am heading for canada and the g-7 for talks that will mostly center on the long time unfair trade practiced against the united states. from there i go to singapore and talks with north korea on denuclearization. won’t be talking about the russian witch hunt hoax for a while!",5121,-2,5,-4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806091356,"201806091356","6/9/2018 20:56","...u.s.a. trade. they fully understand where i am coming from. after many decades fair and reciprocal trade will happen!",5126,-1,6,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806091356,"201806091356","6/9/2018 20:56","just left the @g7 summit in beautiful canada. great meetings and relationships with the six country leaders especially since they know i cannot allow them to apply large tariffs and strong barriers to...",5127,1,8,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806091357,"201806091357","6/9/2018 20:57","the united states will not allow other countries to impose massive tariffs and trade barriers on its farmers workers and companies. while sending their product into our country tax free. we have put up with trade abuse for many decades — and that is long enough.",5128,-1,6,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806091603,"201806091603","6/9/2018 23:03","based on justin’s false statements at his news conference and the fact that canada is charging massive tariffs to our u.s. farmers workers and companies i have instructed our u.s. reps not to endorse the communique as we look at tariffs on automobiles flooding the u.s. market!",5131,-2,5,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806091604,"201806091604","6/9/2018 23:04","pm justin trudeau of canada acted so meek and mild during our @g7 meetings only to give a news conference after i left saying that “us tariffs were kind of insulting” and he “will not be pushed around.” very dishonest &amp; weak. our tariffs are in response to his of 270% on dairy!",5132,0,7,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806101805,"201806101805","6/11/2018 1:05","fair trade is now to be called fool trade if it is not reciprocal. according to a canada release they make almost 100 billion dollars in trade with u.s. (guess they were bragging and got caught!). minimum is 17b. tax dairy from us at 270%. then justin acts hurt when called out!",5133,1,8,-7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806101817,"201806101817","6/11/2018 1:17","why should i as president of the united states allow countries to continue to make massive trade surpluses as they have for decades while our farmers workers &amp; taxpayers have such a big and unfair price to pay? not fair to the people of america! $800 billion trade deficit...",5134,-3,4,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806101829,"201806101829","6/11/2018 1:29","....and add to that the fact that the u.s. pays close to the entire cost of nato-protecting many of these same countries that rip us off on trade (they pay only a fraction of the cost-and laugh!). the european union had a $151 billion surplus-should pay much more for military!",5135,3,10,6,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806101842,"201806101842","6/11/2018 1:42","....germany pays 1% (slowly) of gdp towards nato while we pay 4% of a much larger gdp. does anybody believe that makes sense? we protect europe (which is good) at great financial loss and then get unfairly clobbered on trade. change is coming!",5136,1,8,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806101941,"201806101941","6/11/2018 2:41","sorry we cannot let our friends or enemies take advantage of us on trade anymore. we must put the american worker first!",5138,-1,6,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806111452,"201806111452","6/11/2018 21:52","stock market up almost 40% since the election with 7 trillion dollars of u.s. value built throughout the economy. lowest unemployment rate in many decades with black &amp; hispanic unemployment lowest in history and female unemployment lowest in 21 years. highest confidence ever!",5141,-1,6,-1,14,0.00026118,0.000294431,0.000498632,0.000669643,0.000930891,0.001206359,0.001049592,NA,NA,NA
201806111735,"201806111735","6/12/2018 0:35","our great larry kudlow who has been working so hard on trade and the economy has just suffered a heart attack. he is now in walter reed medical center.",5144,1,8,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806131350,"201806131350","6/13/2018 20:50","congratulations to @kevincramer on his huge win in north dakota. we need kevin in the senate and i strongly endorse him. heidi voted no on our tax cuts and always will vote no when we need her. kevin is strong on crime &amp; borders big on cutting taxes!",5170,1,8,3,18,0.0000665,0.000327662,0.000736052,0.000574614,0.001425415,0.001862542,0.000878509,0.000285257,NA,NA
201806211325,"201806211325","6/21/2018 20:25","the real big story that affects everybody in america is the success of @potus's tax cut package and what it's done for our economy...” @varneyco https://t.co/2buba7zsfm",5250,-3,4,-8,7,0.00000475,0.0000712,0.000479496,0.000474872,0.000717149,0.001201581,0.001196814,0.000527677,NA,NA
201806220725,"201806220725","6/22/2018 14:25","based on the tariffs and trade barriers long placed on the u.s. and it great companies and workers by the european union if these tariffs and barriers are not soon broken down and removed we will be placing a 20% tariff on all of their cars coming into the u.s. build them here!",5267,-1,6,-5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806221734,"201806221734","6/23/2018 0:34","based on the tariffs and trade barriers long placed on the u.s. &amp; its great companies and workers by the european union if these tariffs and barriers are not soon broken down and removed we will be placing a 20% tariff on all of their cars coming into the u.s. build them here!",5270,0,7,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806230957,"201806230957","6/23/2018 16:57","heading to nevada to talk trade and immigration with supporters. country’s economy is stronger than ever before with numbers that are getting better by the week. tremendous potential and trade deals are coming along well.",5280,1,8,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806241312,"201806241312","6/24/2018 20:12","the united states is insisting that all countries that have placed artificial trade barriers and tariffs on goods going into their country remove those barriers &amp; tariffs or be met with more than reciprocity by the u.s.a. trade must be fair and no longer a one way street!",5289,1,8,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806251428,"201806251428","6/25/2018 21:28","surprised that harley-davidson of all companies would be the first to wave the white flag. i fought hard for them and ultimately they will not pay tariffs selling into the e.u. which has hurt us badly on trade down $151 billion. taxes just a harley excuse - be patient!  #maga",5302,-1,6,-4,11,0.00013292,0.000137668,0.000294324,0.000417778,0.000394135,0.001011454,0.000864198,NA,NA,NA
201806260416,"201806260416","6/26/2018 11:16","early this year harley-davidson said they would move much of their plant operations in kansas city to thailand. that was long before tariffs were announced. hence they were just using tariffs/trade war as an excuse. shows how unbalanced &amp; unfair trade is but we will fix it.....",5308,2,9,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806260425,"201806260425","6/26/2018 11:25","....we are getting other countries to reduce and eliminate tariffs and trade barriers that have been unfairly used for years against our farmers workers and companies. we are opening up closed markets and expanding our footprint. they must play fair or they will pay tariffs!",5309,1,8,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806260437,"201806260437","6/26/2018 11:37","....when i had harley-davidson officials over to the white house i chided them about tariffs in other countries like india being too high. companies are now coming back to america. harley must know that they won’t be able to sell back into u.s. without paying a big tax!",5310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806260449,"201806260449","6/26/2018 11:49","....we are finishing our study of tariffs on cars from the e.u. in that they have long taken advantage of the u.s. in the form of trade barriers and tariffs. in the end it will all even out - and it won’t take very long!",5311,3,10,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201806291106,"201806291106","6/29/2018 18:06","six months after our tax cuts more than 6 million workers have received bonuses pay raises and retirement account contributions.#taxcutsandjobsact https://t.co/mevjwiingu",5349,3,10,8,23,0.000270551,0.000403507,0.000227863,0.000512694,0.000470175,0.001044833,0.000778495,0.000480079,-0.001145704,NA
201807030333,"201807030333","7/3/2018 10:33","the economy is doing perhaps better than ever before and that’s prior to fixing some of the worst and most unfair trade deals ever made by any country. in any event they are coming along very well. most countries agree that they must be changed but nobody ever asked!",5368,1,8,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201807090504,"201807090504","7/9/2018 12:04","...europe far more than it does the u.s. by some accounts the u.s. is paying for 90% of nato with many countries nowhere close to their 2% commitment. on top of this the european union has a trade surplus of $151 million with the u.s. with big trade barriers on u.s. goods. no!",5410,1,8,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201807090725,"201807090725","7/9/2018 14:25","i have confidence that kim jong un will honor the contract we signed &amp; even more importantly our handshake. we agreed to the denuclearization of north korea. china on the other hand may be exerting negative pressure on a deal because of our posture on chinese trade-hope not!",5412,-2,5,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201807100235,"201807100235","7/10/2018 9:35","getting ready to leave for europe. first meeting - nato. the u.s. is spending many times more than any other country in order to protect them. not fair to the u.s. taxpayer. on top of that we lose $151 billion on trade with the european union. charge us big tariffs (&amp; barriers)!",5417,1,8,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201807100359,"201807100359","7/10/2018 10:59","thank you to all of my great supporters really big progress being made. other countries wanting to fix crazy trade deals. economy is roaring. supreme court pick getting great reviews. new poll says trump at over 90% is the most popular republican in history of the party. wow!",5419,1,8,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201807101152,"201807101152","7/10/2018 18:52","the european union makes it impossible for our farmers and workers and companies to do business in europe (u.s. has a $151 billion trade deficit) and then they want us to happily defend them through nato and nicely pay for it. just doesn’t work!",5425,3,10,-1,14,0.00000475,0.000275298,0.0000759,0.000541174,0.000460641,0.001196718,0.000679022,0.000209084,-0.000770222,NA
201807102303,"201807102303","7/12/2018 6:03","presidents have been trying unsuccessfully for years to get germany and other rich nato nations to pay more toward their protection from russia. they pay only a fraction of their cost. the u.s. pays tens of billions of dollars too much to subsidize europe and loses big on trade!",5428,-1,6,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201807110540,"201807110540","7/11/2018 12:40","i am in brussels but always thinking about our farmers. soy beans fell 50% from 2012 to my election. farmers have done poorly for 15 years. other countries’ trade barriers and tariffs have been destroying their businesses. i will open...",5432,1,8,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201807110950,"201807110950","7/11/2018 16:50","what good is nato if germany is paying russia billions of dollars for gas and energy? why are their only 5 out of 29 countries that have met their commitment? the u.s. is paying for europe’s protection then loses billions on trade. must pay 2% of gdp immediately not by 2025.",5434,2,9,2,17,-0.00011863,-0.000113885,-0.000260988,0.00031327,0.000845272,0.001353386,0.000531857,-0.000470068,-0.000565778,0.002038018
201807111007,"201807111007","7/11/2018 17:07","what good is nato if germany is paying russia billions of dollars for gas and energy? why are there only 5 out of 29 countries that have met their commitment? the u.s. is paying for europe’s protection then loses billions on trade. must pay 2% of gdp immediately not by 2025.",5435,0,7,2,17,-0.0000617,-0.000180318,-0.0000617,0.000128121,0.000574445,0.000864042,0.00036561,-0.0000475,-0.00067027,NA
201807112302,"201807112302","7/13/2018 6:02","congressman matt gaetz of florida is one of the finest and most talented people in congress. strong on crime the border illegal immigration the 2nd amendment our great military &amp; vets matt worked tirelessly on helping to get our massive tax cuts. he has my full endorsement!",5440,3,10,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
