"minute_id","time_id","date_time","tweet_text","tweet_id","Bing_Net_Sentiment","Bing_Normalized_Sentiment","Afinn_Net_Sentiment","Afinn_Normalized_Sentiment","ret_1_Min","ret_2_Min","ret_5_Min","ret_10_Min","ret_20_Min","ret_30_Min","ret_60_Min","ret_120_Min","ret_240_Min","ret_360_Min"
201709131922,"201709131922","9/14/2017 2:22","china has a business tax rate of 15%. we should do everything possible to match them in order to win with our economy. jobs and wages!",3196,1,8,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201709161540,"201709161540","9/16/2017 22:40","a great deal of good things happening for our country. jobs and stock market at all time highs and i believe will be getting even better!",3223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201709201542,"201709201542","9/20/2017 22:42","alabama is sooo lucky to have a candidate like ""big"" luther strange. smart tough on crime borders &amp; trade loves vets &amp; military. tuesday!",3261,2,9,0,15,0.000195105,0.000352141,0.001127803,0.001046906,NA,NA,NA,NA,NA,NA
201709250444,"201709250444","9/25/2017 11:44","the white house never looked more beautiful than it did returning last night. important meetings taking place today. big tax cuts &amp; reform.",3306,2,9,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201709271642,"201709271642","9/27/2017 23:42","this is the right tax cut @ the right time. we will all succeed &amp; grow together – as one team one people &amp; one american family. #taxreform https://t.co/rtlwanjjiq",3342,1,8,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201709280455,"201709280455","9/28/2017 11:55","democrats don't want massive tax cuts - how does that win elections? great reviews for tax cut and reform bill.",3344,2,9,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710050409,"201710050409","10/5/2017 11:09","stock market hits an all-time high! unemployment lowest in 16 years! business and manufacturing enthusiasm at highest level in decades!",3406,1,8,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710081351,"201710081351","10/8/2017 20:51","bob corker gave us the iran deal &amp; that's about it. we need healthcare we need tax cuts/reform we need people that can get the job done!",3427,1,8,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710110321,"201710110321","10/11/2017 10:21","stock market has increased by 5.2 trillion dollars since the election on november 8th a 25% increase. lowest unemployment in 16 years and..",3444,NA,NA,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710110326,"201710110326","10/11/2017 10:26","...if congress gives us the massive tax cuts (and reform) i am asking for those numbers will grow by leaps and bounds. #maga",3445,1,8,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710110331,"201710110331","10/11/2017 10:31","it would be really nice if the fake news media would report the virtually unprecedented stock market growth since the election.need tax cuts",3446,0,7,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710110336,"201710110336","10/11/2017 10:36","the democrats want massive tax increases &amp; soft crime producing borders.the republicans want the biggest tax cut in history &amp; the wall!",3447,0,7,-4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710131802,"201710131802","10/14/2017 1:02","many people talking with much agreement on my iran speech today. participants in the deal are making lots of money on trade with iran!",3479,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710160517,"201710160517","10/16/2017 12:17","art laffer just said that he doesn't know how a democrat could vote against the big tax cut/reform bill and live with themselves!  @foxnews",3488,1,8,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710160554,"201710160554","10/16/2017 12:54","since election day on november 8 the stock market is up more than 25% unemployment is at a 17 year low &amp; companies are coming back to u.s.",3491,NA,NA,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710160557,"201710160557","10/16/2017 12:57","the u.s. has gained more than 5.2 trillion dollars in stock market value since election day! also record business enthusiasm.",3492,2,9,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710180338,"201710180338","10/18/2017 10:38","the democrats will only vote for tax increases. hopefully all senate republicans will vote for the largest tax cuts in u.s. history.",3507,NA,NA,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710182212,"201710182212","10/20/2017 5:12","great news on the 2018 budget @senatemajldr mcconnell - first step toward delivering massive tax cuts for the american people! #taxreform https://t.co/abzqr7kr0c",3521,NA,NA,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710190354,"201710190354","10/19/2017 10:54","republicans are going for the big budget approval today first step toward massive tax cuts. i think we have the votes but who knows?",3522,1,8,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710200311,"201710200311","10/20/2017 10:11","the budget passed late last night 51 to 49. we got zero democrat votes with only rand paul (he will vote for tax cuts) voting against.....",3530,NA,NA,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710200315,"201710200315","10/20/2017 10:15","....this now allows for the passage of large scale tax cuts (and reform) which will be the biggest in the history of our country!",3531,1,8,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710210452,"201710210452","10/21/2017 11:52","budget that just passed is a really big deal especially in terms of what will be the biggest tax cut in u.s. history - msm barely covered!",3537,NA,NA,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710210614,"201710210614","10/21/2017 13:14","stock market hits another all time high on friday. 5.3 trillion dollars up since election. fake news doesn't spent much time on this!",3541,-1,6,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710211657,"201710211657","10/21/2017 23:57","i agree getting tax cuts approved  is important (we will also get healthcare) but perhaps no administration has done more in its first.....",3547,NA,NA,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710211709,"201710211709","10/22/2017 0:09","...2nd amendment strong military isis historic va improvement supreme court justice record stock market lowest unemployment in 17 yrs!",3549,3,10,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710240513,"201710240513","10/24/2017 12:13","bob corker who helped president o give us the bad iran deal &amp; couldn't get elected dog catcher in tennessee is now fighting tax cuts....",3557,0,7,-4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710240630,"201710240630","10/24/2017 13:30","isn't it sad that lightweight senator bob corker who couldn't get re-elected in the great state of tennessee will now fight tax cuts plus!",3559,-1,6,-4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710240735,"201710240735","10/24/2017 14:35","stock market just hit another record high! jobs looking very good.",3562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710241520,"201710241520","10/24/2017 22:20","so nice being with republican senators today. multiple standing ovations! most are great people who want big tax cuts and success for u.s.",3564,2,9,4,19,0.000157005,0.000471016,0.001046702,0.001094279,0.001422841,0.001941535,NA,NA,NA,NA
201710250435,"201710250435","10/25/2017 11:35","working hard on the biggest tax cut in u.s. history. great support from so many sides. big winners will be the middle class business &amp; jobs",3568,1,8,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710251224,"201710251224","10/25/2017 19:24","spoke to president xi of china to congratulate him on his extraordinary elevation. also discussed noko &amp; trade two very important subjects!",3573,2,9,2,17,0.000313961,0.00074209,0.000637437,0.001194004,0.00201728,0.001336924,0.002897902,0.002653834,NA,NA
201710251239,"201710251239","10/25/2017 19:39","melania and i look forward to being with president xi &amp; madame peng liyuan in china in two weeks for what will hopefully be a historic trip! https://t.co/ufmonzza7n",3574,NA,NA,NA,NA,0.000427995,0.000461283,0.000218753,0.000951099,0.001622133,0.001612619,0.002859753,0.002085635,NA,NA
201710251847,"201710251847","10/26/2017 1:47","this will be the biggest tax cut in the history of our country - and we need it! #taxreform read more: https://t.co/o3w9bjkz5k https://t.co/jyckxwemlu",3578,NA,NA,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710270409,"201710270409","10/27/2017 11:09","congratulations to @speakerryan @gopleader @stevescalise and to the republican party on budget passage yesterday. now for biggest tax cuts",3589,1,8,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710270752,"201710270752","10/27/2017 14:52","diane black of tennessee the highly respected house budget committee chairwoman did a great job in passing budget setting up big tax cuts",3596,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710290612,"201710290612","10/29/2017 13:12","as usual the obamacare premiums will be up (the dems own it) but we will repeal &amp; replace and have great healthcare soon after tax cuts!",3612,NA,NA,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710290748,"201710290748","10/29/2017 14:48","all of this ""russia"" talk right when the republicans are making their big push for historic tax cuts &amp; reform. is this coincidental? not!",3617,1,8,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710310521,"201710310521","10/31/2017 12:21","i hope people will start to focus on our massive tax cuts for business (jobs) and the middle class (in addition to democrat corruption)!",3624,-1,6,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201710311822,"201710311822","11/1/2017 1:22","the republican house members are working hard (and late) toward the massive tax cuts that they know you deserve. these will be biggest ever!",3636,-1,6,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711010759,"201711010759","11/1/2017 14:59","wouldn't it be great to repeal the very unfair and unpopular individual mandate in obamacare and use those savings for further tax cuts.....",3642,0,7,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711010803,"201711010803","11/1/2017 15:03","....for the middle class. the house and senate should consider asap as the process of final approval moves along. push biggest tax cuts ever",3643,1,8,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711021705,"201711021705","11/3/2017 0:05","great tax cut rollout today. the lobbyists are storming capital hill but the republicans will hold strong and do what is right for america!",3665,1,8,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711030745,"201711030745","11/3/2017 14:45","just took off for ceremony @ pearl harbor. will then be heading to japan skorea china vietnam &amp; the philippines. will never let you down!",3680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711040535,"201711040535","11/4/2017 12:35","unemployment is down to 4.1% lowest in 17 years. 1.5 million new jobs created since i took office. highest stock market ever up $5.4 trill",3688,NA,NA,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711062157,"201711062157","11/8/2017 4:57","leaving south korea now heading to china. looking very much forward to meeting and being with president xi!",3702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711070337,"201711070337","11/7/2017 10:37","....is making. working very hard on tax cuts for the middle class companies and jobs!",3705,0,7,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711070337,"201711070337","11/7/2017 10:37","stock market hit yet another all-time record high yesterday. there is great confidence in the moves that my administration....",3706,2,9,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711071800,"201711071800","11/8/2017 1:00","getting ready to make a major speech to the national assembly here in south korea then will be headed to china where i very much look forward to meeting with president xi who is just off his great political victory.",3712,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711080840,"201711080840","11/8/2017 15:40","looking forward to a full day of meetings with president xi and our delegations tomorrow. thank you for the beautiful welcome china! @flotus melania and i will never forget it! https://t.co/sqouwigaiq",3721,1,8,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711090658,"201711090658","11/9/2017 13:58","in the coming months and years ahead i look forward to building an even stronger relationship between the united states and china. 🇺🇸🇨🇳 https://t.co/mk3sb7t3ev",3725,-2,5,-7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711091639,"201711091639","11/9/2017 23:39","i don’t blame china i blame the incompetence of past admins for allowing china to take advantage of the u.s. on trade leading up to a point where the u.s. is losing $100's of billions. how can you blame china for taking advantage of people that had no clue? i would've done same!",3726,2,9,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711091644,"201711091644","11/9/2017 23:44","my meetings with president xi jinping were very productive on both trade and the subject of north korea. he is a highly respected and powerful representative of his people. it was great being with him and madame peng liyuan!",3727,1,8,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711091817,"201711091817","11/10/2017 1:17","i am leaving china for #apec2017 in vietnam. @flotus melania is staying behind to see the zoo and of course the great wall of china before going to alaska to greet our amazing troops.",3728,1,8,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711111632,"201711111632","11/11/2017 23:32","president xi of china has stated that he is upping the sanctions against #noko. said he wants them to denuclearize. progress is being made.",3738,-1,6,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711111716,"201711111716","11/12/2017 0:16","met with president putin of russia who was at #apec meetings. good discussions on syria. hope for his help to solve along with china the dangerous north korea crisis. progress being made.",3740,1,8,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711122208,"201711122208","11/14/2017 5:08","great to see @randpaul looking well and back on the senate floor. he will help us with tax cuts and reform!",3748,1,8,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711122220,"201711122220","11/14/2017 5:20","after my tour of asia all countries dealing with us on trade know that the rules have changed. the united states has to be treated fairly and in a reciprocal fashion. the massive trade deficits must go down quickly!",3749,2,9,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711122226,"201711122226","11/14/2017 5:26","just arrived at #asean50 in the philippines for my final stop with world leaders. will lead to fair trade deals unlike the horror shows from past administrations. will then be leaving for d.c. made many good friends!",3750,1,8,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711130529,"201711130529","11/13/2017 12:29","great day of bilateral meetings at #aseansummit on trade which we are turning around to be great deals for our country! https://t.co/2ahavm4n9s",3752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711131921,"201711131921","11/14/2017 2:21","excited to be heading home to see the house pass a great tax bill with the middle class getting big tax cuts!#makeamericagreatagain🇺🇸",3756,-2,5,-5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711150935,"201711150935","11/15/2017 16:35","the failing @nytimes hates the fact that i have developed a great relationship with world leaders like xi jinping president of china.....",3768,-1,6,-1,14,0.0000333,0.000147357,-0.000204399,0.000380277,0.001431404,0.001450426,0.003159934,0.001270509,0.001377305,0.002654024
201711150939,"201711150939","11/15/2017 16:39","...they should realize that these relationships are a good thing not a bad thing. the u.s. is being respected again. watch trade!",3769,-2,5,-2,13,0.000114079,-0.000137846,-0.0000808,0.000104573,0.000884144,0.000888897,0.003017094,0.001065865,0.000986254,0.00325528
201711151911,"201711151911","11/16/2017 2:11","why are democrats fighting massive tax cuts for the middle class and business (jobs)? the reason: obstruction and delay!",3771,2,9,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711151914,"201711151914","11/16/2017 2:14","big vote tomorrow in the house. tax cuts are getting close!",3772,NA,NA,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711160430,"201711160430","11/16/2017 11:30","to the three ucla basketball players i say:  you're welcome go out and give a big thank you to president xi jinping of china who made.....",3773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711160543,"201711160543","11/16/2017 12:43","china is sending an envoy and delegation to north korea - a big move we'll see what happens!",3775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711161316,"201711161316","11/16/2017 20:16","congratulations to the house of representatives for passing the #taxcutsandjobsact — a big step toward fulfilling our promise to deliver historic tax cuts for the american people by the end of the year! https://t.co/8fjefmj6hh",3777,2,9,3,18,-0.000251896,-0.000356457,0.0000475,-0.000147336,0.001045727,0.000931647,0.003150236,0.001242082,NA,NA
201711161957,"201711161957","11/17/2017 2:57","big win today in the house for gop tax cuts and reform 227-205. zero dems they want to raise taxes much higher but not for our military!",3778,1,8,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711170329,"201711170329","11/17/2017 10:29","great numbers on stocks and the economy. if we get tax cuts and reform we'll really see some great results!",3781,-2,5,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711191042,"201711191042","11/19/2017 17:42","now that the three basketball players are out of china and saved from years in jail lavar ball the father of liangelo is unaccepting of what i did for his son and that shoplifting is no big deal. i should have left them in jail!",3787,NA,NA,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711191622,"201711191622","11/19/2017 23:22","sen. jeff flake(y) who is unelectable in the great state of arizona (quit race anemic polls) was caught (purposely) on “mike” saying bad things about your favorite president. he’ll be a no on tax cuts because his political career anyway is “toast.”",3788,-1,6,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711191636,"201711191636","11/19/2017 23:36","shoplifting is a very big deal in china as it should be (5-10 years in jail) but not to father lavar. should have gotten his son out during my next trip to china instead. china told them why they were released. very ungrateful!",3789,-1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711191921,"201711191921","11/20/2017 2:21","republican senators are working very hard to get tax cuts and tax reform approved. hopefully it will not be long and they do not want to disappoint the american public!",3792,-3,4,-9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711220325,"201711220325","11/22/2017 10:25","it wasn’t the white house it wasn’t the state department it wasn’t father lavar’s so-called people on the ground in china that got his son out of a long term prison sentence - it was me. too bad! lavar is just a poor man’s version of don king but without the hair. just think..",3797,-1,6,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711220333,"201711220333","11/22/2017 10:33","...lavar you could have spent the next 5 to 10 years during thanksgiving with your son in china but no nba contract to support you. but remember lavar shoplifting is not a little thing. it’s a really big deal especially in china. ungrateful fool!",3798,1,8,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711220451,"201711220451","11/22/2017 11:51","will be having meetings and working the phones from the winter white house in florida (mar-a-lago). stock market hit new record high yesterday - $5.5 trillion gain since e. many companies coming back to the u.s. military building up and getting very strong.",3801,3,10,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711221906,"201711221906","11/23/2017 2:06","....and it will get even better with tax cuts! https://t.co/75wozgjqop",3805,NA,NA,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711230428,"201711230428","11/23/2017 11:28","happy thanksgiving your country is starting to do really well. jobs coming back highest stock market ever military getting really strong we will build the wall v.a. taking care of our vets great supreme court justice record cut in regs lowest unemployment in 17 years....!",3808,-3,4,-6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711231618,"201711231618","11/23/2017 23:18","obamacare premiums are going up up up just as i have been predicting for two years. obamacare is owned by the democrats and it is a disaster. but do not worry. even though the dems want to obstruct we will repeal &amp; replace right after tax cuts!",3814,3,10,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711261847,"201711261847","11/27/2017 1:47","back in d.c. big week for tax cuts and many other things of great importance to our country.  senate republicans will hopefully come through for all of us. the tax cut bill is getting better and better. the end result will be great for all!",3829,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711270724,"201711270724","11/27/2017 14:24","the tax cut bill is coming along very well great support. with just a few changes some mathematical the middle class and job producers can get even more in actual dollars and savings and the pass through provision becomes simpler and really works well!",3832,1,8,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711271948,"201711271948","11/28/2017 2:48","new home sales reach a 10 year high. stock market has more record gains. hopefully republican senators will give us the much needed tax cuts to keep it all going! democrats want big tax increases.",3833,1,8,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711282035,"201711282035","11/29/2017 3:35","great day for tax cuts and the republican party. but the biggest winner will be our great country!",3846,2,9,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711290503,"201711290503","11/29/2017 12:03","looks like another great day for the stock market. consumer confidence is at record high. i guess somebody likes me (my policies)!",3849,-1,6,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711290740,"201711290740","11/29/2017 14:40","just spoke to president xi jinping of china concerning the provocative actions of north korea. additional major sanctions will be imposed on north korea today. this situation will be handled!",3853,1,8,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711290749,"201711290749","11/29/2017 14:49","economy growing! excluding hurricane effects cea estimates that real gdp growth would have been 3.9% in q3.stock market at a new high unemployment at a low. we are winning and tax cuts will shift our economy into high gear! https://t.co/hrkif72vqe",3854,3,10,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711291134,"201711291134","11/29/2017 18:34","departing @jba_nafw for st. charles missouri to help push our plan for historic tax cuts across the finish line.a successful vote in the senate this week will bring us one giant step closer to delivering an incredible victory for the american people!https://t.co/jr1deunm2h https://t.co/xf9srwdv8u",3855,2,9,4,19,-0.000104587,-0.0000998,0.000556213,-0.0000666,0.001230965,0.000850744,0.003201956,0.001184947,0.000723782,NA
201711291554,"201711291554","11/29/2017 22:54","this week the senate can join the house &amp; take a strong stand for the middle class families who are the backbone of america. together we will give the american people a big beautiful christmas present-a massive tax cut that lets americans keep more of their hard-earned money! https://t.co/9jddew2oo5",3856,4,11,3,18,0.00000475,0.000161652,0.000732186,NA,NA,NA,NA,NA,NA,NA
201711291740,"201711291740","11/30/2017 0:40","now we have a once in a lifetime opportunity to restore american prosperity – and reclaim america’s destiny.but in order to achieve this bright and glowing future the senate must pass tax cuts – and bring main street roaring back to life!https://t.co/jmnwemrbbr https://t.co/3niu0thp1d",3858,1,8,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711291809,"201711291809","11/30/2017 1:09","the only people who don’t like the tax cut bill are the people that don’t understand it or the obstructionist democrats that know how really good it is and do not want the credit and success to go to the republicans!",3862,0,7,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711300501,"201711300501","11/30/2017 12:01","the failing @nytimes the pipe organ for the democrat party has become a virtual lobbyist for them with regard to our massive tax cut bill. they are wrong so often that now i know we have a winner!",3865,-3,4,-6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711300525,"201711300525","11/30/2017 12:25","the chinese envoy who just returned from north korea seems to have had no impact on little rocket man. hard to believe his people and the military put up with living in such horrible conditions. russia and china condemned the launch.",3867,3,10,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201711300605,"201711300605","11/30/2017 13:05","stock market hits new record high. confidence and enthusiasm abound. more great numbers coming out!",3868,-1,6,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712010421,"201712010421","12/1/2017 11:21","republicans senators are working hard to pass the biggest tax cuts in the history of our country. the bill is getting better and better. this is a once in a generation chance. obstructionist dems trying to block because they think it is too good and will not be given the credit!",3878,1,8,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712011449,"201712011449","12/1/2017 21:49","economists on the tax cuts and jobs act:“the enactment of a comprehensive overhaul - complete with a lower corporate tax rate - will ignite our economy with levels of growth not seen in generations...” https://t.co/2vcbdtlh3c",3880,0,7,-1,14,0.000156896,0.000399372,0.000584795,0.00012837,0.001169474,0.001364386,0.002816138,NA,NA,NA
201712020049,"201712020049","12/2/2017 7:49","we are one step closer to delivering massive tax cuts for working families across america. special thanks to @senatemajldr mitch mcconnell and chairman @senorrinhatch for shepherding our bill through the senate. look forward to signing a final bill before christmas! https://t.co/gmwtny3sfs",3881,NA,NA,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712020554,"201712020554","12/2/2017 12:54","biggest tax bill and tax cuts in history just passed in the senate. now these great republicans will be going for final passage. thank you to house and senate republicans for your hard work and commitment!",3882,-5,2,-14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712030615,"201712030615","12/3/2017 13:15","people who lost money when the stock market went down 350 points based on the false and dishonest reporting of brian ross of @abc news (he has been suspended) should consider hiring a lawyer and suing abc for the damages this bad reporting has caused - many millions of dollars!",3893,-3,4,-4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712040417,"201712040417","12/4/2017 11:17","democrats refusal to give even one vote for massive tax cuts is why we need republican roy moore to win in alabama. we need his vote on stopping crime illegal immigration border wall military pro life v.a. judges 2nd amendment and more. no to jones a pelosi/schumer puppet!",3895,-1,6,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712040500,"201712040500","12/4/2017 12:00","putting pelosi/schumer liberal puppet jones into office in alabama would hurt our great republican agenda of low on taxes tough on crime strong on military and borders...&amp; so much more. look at your 401-k’s since election. highest stock market ever! jobs are roaring back!",3896,-1,6,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712040503,"201712040503","12/4/2017 12:03","with the great vote on cutting taxes this could be a big day for the stock market - and you!",3897,NA,NA,-5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712100630,"201712100630","12/10/2017 13:30","things are going really well for our economy a subject the fake news spends as little time as possible discussing! stock market hit another record high unemployment is now at a 17 year low and companies are coming back into the usa. really good news and much more to come!",3934,0,7,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712100635,"201712100635","12/10/2017 13:35","getting closer and closer on the tax cut bill. shaping up even better than projected. house and senate working very hard and smart. end result will be not only important but special!",3935,1,8,-1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712120723,"201712120723","12/12/2017 14:23","consumer confidence is at an all-time high along with a record high stock market. unemployment is at a 17 year low. make america great again! working to pass massive tax cuts (looking good).",3942,-1,6,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712140559,"201712140559","12/14/2017 12:59","republican tax cuts are looking very good. all are working hard. in the meantime the stock market hit another record high!",3948,5,12,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712141005,"201712141005","12/14/2017 17:05","as a candidate i promised we would pass a massive tax cut for the everyday working americans. if you make your voices heard this moment will be forever remembered as a great new beginning – the dawn of a brilliant american future shining with patriotism prosperity and pride! https://t.co/exsbzrlcdw",3949,1,8,2,17,0.000242438,0.000499137,0.000185394,0.000247231,0.001207632,0.001535689,0.002463347,0.000966009,0,NA
201712161305,"201712161305","12/16/2017 20:05","tax cuts will increase investment in the american economy and in u.s. workers leading to higher growth higher wages and more jobs! https://t.co/4gxm8psmu1",3961,2,9,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712171001,"201712171001","12/17/2017 17:01","as a candidate i promised we would pass a massive tax cut for the everyday working american families who are the backbone and the heartbeat of our country. now we are just days away... https://t.co/madtgumktx",3963,1,8,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712181340,"201712181340","12/18/2017 20:40","as the world watches we are days away from passing historic tax cuts for american families and businesses. it will be the biggest tax cut and tax reform in the history of our country! https://t.co/evcakjuf8w",3973,0,7,-1,14,0.000256637,0.000327925,-0.000194854,0.000375541,0.001316978,0.001535682,0.001934659,0.000856392,NA,NA
201712182309,"201712182309","12/20/2017 6:09","the united states senate just passed the biggest in history tax cut and reform bill. terrible individual mandate (obamacare)repealed. goes to the house tomorrow morning for final vote. if approved there will be a news conference at the white house at approximately 1:00 p.m.",3979,4,11,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712190423,"201712190423","12/19/2017 11:23","stocks and the economy have a long way to go after the tax cut bill is totally understood and appreciated in scope and size. immediate expensing will have a big impact. biggest tax cuts and reform ever passed. enjoy and create many beautiful jobs!",3981,1,8,-4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201712200732,"201712200732","12/20/2017 14:32","the tax cuts are so large and so meaningful and yet the fake news is working overtime to follow the lead of their friends the defeated dems and only demean. this is truly a case where the results will speak for themselves starting very soon. jobs jobs jobs!",3984,4,11,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
